stcty,D_PctEst,EM_PctEst,F_PctEst,FB_PctEst,LEP_PctEst,LI_PctEst,OA_PctEst,RM_PctEst,Y_PctEst,msaname,Mean_IPD
28089,9.6,2.9,52.1,3.9,2.3,25,12.1,43.4,25.5,"JACKSON, MS",16
28121,13.2,2.7,51.8,2.7,1.6,27.8,13.9,23.5,24.1,"JACKSON, MS",15
29003,14,2.3,50.3,0.8,0.1,28.7,17.8,4.1,23.1,"ST. JOSEPH, MO",14
29019,11.3,3.3,51.4,6,2.6,34.7,10.9,18.6,20.4,"COLUMBIA, MO",15
29021,15.5,6.4,49.8,4,2.8,36.6,14.9,11.8,22.9,"ST. JOSEPH, MO",16
29037,13.2,4.2,50.9,2.4,1.2,24.7,15.7,8.2,24.9,"KANSAS CITY, MO-KS",15
29043,12.7,2.8,51.5,1.5,0.6,30.8,14.5,4.4,26,"SPRINGFIELD, MO",14
29047,11.8,6.6,51,4.6,2.7,23.6,13.2,14,24.7,"KANSAS CITY, MO-KS",15
29049,12.5,2,49.8,1.2,0.6,28.5,17.3,4.8,23.8,"KANSAS CITY, MO-KS",14
29071,12.6,1.7,50.2,1.5,0.6,30.2,15.9,3.8,23.4,"ST. LOUIS, MO-IL",14
29077,14.2,3.5,51.3,3.3,1.8,40.4,15.5,9.5,21,"SPRINGFIELD, MO",15
29095,13.5,8.8,51.6,5.9,3.7,35.2,14,33.4,23.9,"KANSAS CITY, MO-KS",17
29097,14.1,7.7,51.3,4.1,2.8,39.7,14.5,9.6,25.3,"JOPLIN, MO",16
29099,12.7,1.8,50.2,1.7,0.8,27,13.6,3.8,23.9,"ST. LOUIS, MO-IL",14
29107,14.7,2.7,50.6,1.6,1,32.8,18,5.8,23.3,"KANSAS CITY, MO-KS",14
29113,15.8,2.3,50.1,1.3,0.7,33.3,12.6,5,26.1,"ST. LOUIS, MO-IL",15
29145,13.9,5.1,50.3,3.6,2.3,39.4,17.2,9.3,24.3,"JOPLIN, MO",16
29165,11.2,5.8,50.8,5.6,2.9,19.1,13.5,14.1,23.9,"KANSAS CITY, MO-KS",14
29177,15.7,2.3,50.3,0.9,0.7,30.6,17.2,4.3,23.1,"KANSAS CITY, MO-KS",15
29183,9.8,3.2,50.8,4,1.6,15.4,13.7,9.8,24.1,"ST. LOUIS, MO-IL",13
29189,12,2.8,52.6,6.9,3.1,24.2,16.9,31.1,22.3,"ST. LOUIS, MO-IL",16
29219,15.6,3.2,50,1.6,0.7,31.2,17.2,7,24.1,"ST. LOUIS, MO-IL",15
29225,15.2,2,49,0.9,3.7,43.2,14.9,4.5,27.2,"SPRINGFIELD, MO",15
29510,15.6,3.9,51.7,6.7,3.6,46.4,12.1,54.1,19.9,"ST. LOUIS, MO-IL",17
30013,14.8,4.2,49.6,2.2,0.5,35.3,17.4,11.5,22.5,"GREAT FALLS, MT",15
30063,12.6,3.1,49.6,2.4,1.2,34.4,14.1,8.1,19.3,"MISSOULA, MT",13
30111,12.9,5.3,50.8,2.1,0.9,29,15.7,9.1,23.6,"BILLINGS, MT",14
31025,9.4,3.1,49.8,1.2,0.5,19.4,16,3.4,24.5,"OMAHA, NE-IA",12
31043,9.8,38.4,50.9,23.7,17.8,43.9,13,28.9,29,"SIOUX CITY, IA-NE",20
31055,10.6,12.2,50.7,9.4,7.2,30.9,11.9,20.2,25.8,"OMAHA, NE-IA",16
31109,10.5,6.7,49.8,7.8,4.7,30.7,12.6,13.5,23,"LINCOLN, NE",15
31153,9.1,8.7,50,5.3,3,18.1,10.6,11.4,28,"OMAHA, NE-IA",14
31177,14.9,2.8,50.4,1.3,1,20.1,16.6,3.6,24.1,"OMAHA, NE-IA",14
32003,12.4,30.7,50,22.3,13.5,35.4,13.7,38.4,23.7,"LAS VEGAS, NV-AZ",20
32023,25.9,14.2,49.7,7.8,2.9,40.9,28.3,17.1,17.1,"LAS VEGAS, NV-AZ",18
32031,12.1,23.9,49.7,14.4,8.7,32.5,15,20.4,22.2,"RENO, NV",17
33011,11.5,6.3,50.3,9.3,4.7,20.7,14.4,9.7,21.3,"BOSTON-WORCESTER-LAWRENCE-LOWELL-BROCKTON, MA",15
33013,13.8,2,50.8,4.8,1.8,20.5,16.6,5.4,19.8,"BOSTON-WORCESTER-LAWRENCE-LOWELL-BROCKTON, MA-NH",13
33015,10.6,2.7,50.5,4.8,1.5,13.8,16,4.9,20.3,"BOSTON-WORCESTER-LAWRENCE-LOWELL-BROCKTON, MA",13
33017,12.6,2.2,51.1,5.4,1.9,23.5,13.9,6.9,19.3,"BOSTON-WORCESTER-LAWRENCE-LOWELL-BROCKTON, MA",13
34001,13.5,18.5,51.6,16.3,11.3,32.7,16.3,33.1,21.9,"ATLANTIC-CAPE MAY, NJ",18
34003,8.1,18.9,51.6,30.5,14.5,17.6,16.4,29.2,21.5,"BERGEN-PASSAIC, NJ",18
34005,11.5,7.6,50.8,9.4,4,16.6,15.9,27.5,21.4,"PHILADELPHIA, PA-NJ",16
34007,13.4,16.1,51.7,11.1,8.3,28.1,14.6,36.8,23.1,"PHILADELPHIA, PA-NJ",18
34009,14.1,7.4,51.2,4.8,3,25,24.5,8.7,17.8,"ATLANTIC-CAPE MAY, NJ",15
34011,14.3,29.7,48.7,10.5,12.2,41,14.2,33.8,23.8,"VINELAND-MILLVILLE-BRIDGETON, NJ",19
34013,12.2,22.4,52,25.8,14.7,34.4,12.8,57.9,23.9,"NEWARK, NJ",21
34015,12.8,5.8,51.4,5.5,2.9,18.3,14.5,18.3,22.7,"PHILADELPHIA, PA-NJ",15
34017,9.4,43.2,50.4,43,25.2,35.5,11.2,44.7,20.4,"JERSEY CITY, NJ",21
34019,9,6.2,50,8.8,3.2,10.3,16.5,9,20.6,"MIDDLESEX-SOMERSET-HUNTERDON, N",14
34021,10.3,16.9,51.1,22.2,12.1,25.6,14.1,36.6,21.5,"TRENTON, NJ",19
34023,9.1,20.4,50.8,32.6,15.9,20.5,13.8,40.5,21.9,"MIDDLESEX-SOMERSET-HUNTERDON, N",19
34025,10,10.6,51.4,13.5,6.5,17.5,16.1,17.9,22,"MONMOUTH-OCEAN, NJ",16
34027,8.2,13,51,19,8.7,12.3,15.8,18.5,22,"NEWARK, NJ",16
34029,13.4,9,51.8,8,4.2,25.9,22.1,8.7,23.6,"MONMOUTH-OCEAN, NJ",15
34031,8.8,40.5,51.4,29.1,20.3,34.7,13.6,37.5,24.1,"BERGEN-PASSAIC, NJ",21
34033,15.5,8.3,51.2,4.9,3.9,27.9,17.2,19.4,22.1,"PHILADELPHIA, PA-NJ",16
34035,8,14.4,51.2,24.6,9.4,12.3,14.4,32.4,22.8,"MIDDLESEX-SOMERSET-HUNTERDON, N",17
34037,10.2,7.5,50.2,8,2.9,15.2,15.4,7,21,"NEWARK, NJ",14
34039,9.4,30.7,51.3,29.9,19.9,26.7,13.6,43.4,23.6,"NEWARK, NJ",20
34041,12.6,8.6,51.2,9.3,4.7,19.6,16.5,10.6,20.9,"NEWARK, NJ",15
35001,13.6,49.5,51,10.2,8,37.6,14.7,26,22.7,"ALBUQUERQUE, NM",19
35013,12.6,67.7,50.9,17.2,15.5,53,14.4,11.7,25.4,"LAS CRUCES, NM",21
35028,9.7,17.2,49.3,10,3.7,11.6,17.2,13.4,23.1,"SANTA FE, NM",14
35043,12.8,37.9,51.1,5.9,4.4,32.5,15.7,29.9,24.3,"ALBUQUERQUE, NM",18
35049,13.2,51.2,51.3,12.1,9,33.6,20.8,17.1,19.2,"SANTA FE, NM",18
35061,19.8,60,49.9,8.1,8.1,46.7,16,19.3,24.4,"ALBUQUERQUE, NM",20
36001,11.3,5.7,51.6,9.8,4.3,26,15.6,24,18.8,"ALBANY-SCHENECTADY-TROY, NY",15
36005,14.6,55.7,52.9,35.3,26.1,53.6,11.8,79,25.2,"NEW YORK-NEWARK, NY-NJ-PA",25
36007,15.4,4,50.8,6.7,3,35.9,17.9,13.9,19.6,"BINGHAMTON, NY",16
36011,14.1,2.8,48.8,2.2,1.5,30.9,17.4,8,20.3,"SYRACUSE, NY",14
36013,15.8,7.2,50.6,2.1,2.9,40.2,18.5,7.3,20.8,"JAMESTOWN, NY",16
36015,14.9,3,50.5,2.8,0.7,34.6,17.3,11.7,21.8,"ELMIRA, NY",16
36027,13,11.7,50.3,11.3,4.9,22.1,16,21.4,19.8,"DUTCHESS COUNTY, NY",16
36029,13.2,5.2,51.6,6.8,3.5,30.5,16.9,22,20.6,"BUFFALO-NIAGARA FALLS, NY",16
36037,14.8,3.1,50.1,1.9,1,28.7,17.6,7.9,20.8,"ROCHESTER, NY",15
36043,15.8,2.1,50.6,2.5,1.1,35.6,19,4,21.1,"UTICA-ROME, NY",15
36047,10.3,19.3,52.6,36.9,22.9,41.9,12.8,56.8,23.1,"NEW YORK-NEWARK, NY-NJ-PA",21
36051,13.2,3.4,49.9,3.6,1.8,31.1,16.1,6.7,18.4,"ROCHESTER, NY",14
36053,12.1,2.1,50.7,2.4,0.8,28.5,16.3,5.2,20,"SYRACUSE, NY",14
36055,13.3,8.3,51.7,8.5,5.2,30.5,15.8,24.1,21.3,"ROCHESTER, NY",17
36057,15.9,13.2,50.8,3.4,4,40.9,17.9,11.8,22.9,"ALBANY-SCHENECTADY-TROY, NY",17
36059,8.5,16.4,51.5,22,11.7,15.1,16.8,31.1,21.9,"NASSAU-SUFFOLK, NY",17
36061,10.2,26.1,52.7,28.9,15.5,31.2,15.3,43.6,14.5,"NEW YORK-NEWARK, NY-NJ-PA",18
36063,13.5,2.7,51.3,4,1.5,30.8,17.7,12.2,20.3,"BUFFALO-NIAGARA FALLS, NY",15
36065,14.9,5.4,50.1,7.5,5,34.7,17.7,14.4,21.3,"UTICA-ROME, NY",16
36067,12.5,4.7,51.7,7.6,3.7,30.3,15.7,20.1,21.7,"SYRACUSE, NY",16
36069,11.9,4.4,50.9,3.9,2.3,26,18.2,7.3,20.8,"ROCHESTER, NY",14
36071,12,19.7,49.9,10.8,8.9,26.3,13,25.9,25.8,"NEWBURGH, NY-PA",17
36073,17.2,4.7,50.3,3.4,1.9,37.8,16.5,10.8,20.1,"ROCHESTER, NY",16
36075,15.2,2.5,49.9,1.8,1,36.5,14.8,4.3,21.5,"SYRACUSE, NY",14
36079,10.6,13.8,50.2,13.3,6.5,14,15.6,10.9,20.9,"NEW YORK-NEWARK, NY-NJ-PA",16
36081,9.6,28,51.5,47.5,29.3,33.5,14.3,60.3,20.3,"NEW YORK-NEWARK, NY-NJ-PA",21
36083,13.6,4.6,50.7,4.9,2.5,26.6,15.6,13.5,20.1,"ALBANY-SCHENECTADY-TROY, NY",14
36085,10,18.2,51.6,22.2,10.9,24.8,15.1,25.2,22.1,"NEW YORK-NEWARK, NY-NJ-PA",18
36087,9.3,17.3,51,21.4,17.2,28.9,15.1,29.1,27.7,"NEW YORK-NEWARK, NY-NJ-PA",18
36091,11.3,3,50.6,5.3,1.7,17.5,16.5,6.8,20.9,"ALBANY-SCHENECTADY-TROY, NY",14
36093,13.6,6.7,51.3,10.6,3.7,26.8,16.2,22.2,21.7,"ALBANY-SCHENECTADY-TROY, NY",16
36095,16,3,50.3,2.9,0.9,30.7,19.4,4,18.1,"ALBANY-SCHENECTADY-TROY, NY",14
36103,9.5,18.6,50.8,15.6,9.1,17.9,15.6,19.5,22,"NASSAU-SUFFOLK, NY",16
36107,14,1.8,50.7,2,0.7,29.5,18.5,3.3,21.7,"BINGHAMTON, NY",14
36113,14.5,2.4,51,3.6,1.3,25.1,20.3,4,18.8,"GLENS FALLS, NY",15
36115,14.2,2.6,48.3,2.1,0.8,34.3,17.7,6.2,19.6,"GLENS FALLS, NY",14
36117,14.7,4.2,50.6,2.9,1.7,28.7,17.2,6.9,21.9,"ROCHESTER, NY",15
36119,9.2,24,51.6,25.4,12.8,21.3,16,34.6,22.6,"NEW YORK-NEWARK, NY-NJ-PA",19
37001,14.6,12.3,52.4,8.2,5.6,40.3,16.2,29.5,22.8,"GREENSBORO--WINSTON-SALEM--HIGH POINT, NC",18
37003,18.1,4.6,49.4,3.5,2,38.9,18.8,12,20.7,"HICKORY-MORGANTON-LENOIR, NC",16
37019,17.2,4.7,51.5,4.2,2.1,33.6,28.1,16.5,16.8,"WILMINGTON, NC",16
37021,13.6,6.4,52,5.9,3.7,34.3,18.4,11.2,19.2,"ASHEVILLE, NC",16
37023,20.7,5.9,50.6,4.3,3.4,42.6,18.8,15.3,19.7,"HICKORY-MORGANTON-LENOIR, NC",17
37025,10.4,10,51.3,8,4.3,28.9,12.6,27.4,26.2,"CHARLOTTE-GASTONIA-ROCK HILL, NC-SC",16
37027,18.6,5.1,50.7,3.5,2.5,41.4,18.4,10.8,20.8,"HICKORY-MORGANTON-LENOIR, NC",17
37035,14.4,9.3,51.1,7,5.4,36.3,16.6,21.2,22.8,"HICKORY-MORGANTON-LENOIR, NC",17
37037,14.6,12.6,51.7,8.6,5.8,29.9,22.7,19.8,20.6,"RALEIGH-DURHAM-CHAPEL HILL, NC",17
37051,16.6,11.2,50.2,6,3.5,41.7,11,49,25,"FAYETTEVILLE, NC",18
37053,14.7,3.6,50.4,2.6,1,26.3,15.4,9.8,22.2,"NORFOLK-VIRGINIA BEACH-NEWPORT NEWS, VA-NC",14
37057,16.6,6.9,51.2,4.8,3.7,38.7,17,14,22.6,"GREENSBORO--WINSTON-SALEM--HIGH POINT, NC",17
37059,14.5,6.5,51.2,4.4,3.9,31.1,19.3,11,21.8,"GREENSBORO--WINSTON-SALEM--HIGH POINT, NC",16
37063,10.3,13.5,52.2,13.9,8.9,33.3,11.6,49.1,21.7,"RALEIGH-DURHAM-CHAPEL HILL, NC",18
37065,17.3,4.3,53.6,2.1,1.6,52.4,17.7,61.6,23.1,"ROCKY MOUNT, NC",19
37067,10.5,12.6,52.5,8.6,5.9,38.2,14.8,33.6,23.5,"GREENSBORO--WINSTON-SALEM--HIGH POINT, NC",17
37069,15.2,8.1,50.2,5.6,3.8,39.9,15.5,32.3,22.7,"RALEIGH-DURHAM-CHAPEL HILL, NC",18
37071,16,6.6,51.8,5.4,2.8,39.4,15.3,23.1,23,"CHARLOTTE-GASTONIA-ROCK HILL, NC-SC",17
37081,11,7.7,52.6,10.2,5.7,37.4,14.1,43.9,22.6,"GREENSBORO--WINSTON-SALEM--HIGH POINT, NC",18
37101,14,13.3,50.9,7.7,5.5,34.9,12.4,22.2,26.2,"RALEIGH-DURHAM-CHAPEL HILL, NC",18
37109,15,7,50.5,4.7,2.8,36.7,16.3,11.4,21.8,"CHARLOTTE-GASTONIA-ROCK HILL, NC-SC",15
37115,16.3,2.5,50.5,2.3,1.1,40.1,20.6,4,18.2,"ASHEVILLE, NC",15
37119,8.7,12.9,51.9,15,8.8,31,10.4,44.9,24.3,"CHARLOTTE-GASTONIA-ROCK HILL, NC-SC",17
37127,16.3,6.7,52,4.3,2.6,38.4,16.9,46.8,22.6,"ROCKY MOUNT, NC",18
37129,12.6,5.4,52.1,5,2.8,35,16.2,19.1,19.2,"WILMINGTON, NC",16
37133,16.9,12.2,44.3,4,2,40.1,8.5,25.3,24.5,"JACKSONVILLE, NC",16
37135,8.9,8.3,52.3,12.8,6,28.9,12.3,25.3,20.1,"RALEIGH-DURHAM-CHAPEL HILL, NC",16
37147,12.4,6,52.8,4.7,2.6,43.2,12,42.3,21.8,"GREENVILLE, NC",17
37151,14.8,11.1,50.7,6.4,4.7,41.5,16.5,15.1,23.3,"GREENSBORO--WINSTON-SALEM--HIGH POINT, NC",17
37159,15.6,8.3,50.5,4.5,4,39.8,16.4,22.3,22.7,"CHARLOTTE-GASTONIA-ROCK HILL, NC-SC",17
37167,15.3,4,50.2,3,2.1,39.4,18,15.9,21.8,"CHARLOTTE-GASTONIA-ROCK HILL, NC-SC",15
37169,15.2,2.8,51.1,1.8,0.9,33.7,19.3,6.8,19.9,"GREENSBORO--WINSTON-SALEM--HIGH POINT, NC",14
37179,9.6,10.9,50.7,8.8,4.9,24.6,11.7,18.5,28.1,"CHARLOTTE-GASTONIA-ROCK HILL, NC-SC",16
37183,8.4,10,51.4,13.3,5.9,24.3,10.5,33.5,24.7,"RALEIGH-DURHAM-CHAPEL HILL, NC",16
37191,16.8,11.3,50.9,7.3,6.2,44.1,15,39,23.9,"GOLDSBORO, NC",19
37197,16.8,10.9,50.9,5,4.3,42,18.7,9.2,21.8,"GREENSBORO--WINSTON-SALEM--HIGH POINT, NC",17
38015,10,2.2,50,2.2,1.2,19.9,14.7,8.4,23,"BISMARCK, ND",13
38017,9.9,2.5,49.4,6.6,2.8,26.5,10.9,11.5,22.1,"FARGO-MOORHEAD, ND-MN",13
38035,10.4,4,48,4.6,1.9,33.5,11.5,12.2,20.5,"GRAND FORKS, ND-MN",13
38059,9.2,2.7,48.8,1.1,1,21,15.1,7.4,22.2,"BISMARCK, ND",13
39003,15.3,2.9,49.5,1.3,0.9,35.3,16.3,16.9,23.3,"LIMA, OH",15
39007,15.8,4,49.8,1.4,1.9,43,17.6,7.1,22.5,"CLEVELAND-LORAIN-ELYRIA, OH",16
39011,11.2,1.6,50.1,1.1,0.6,25.8,17,3,24.4,"LIMA, OH",14
39013,16.8,0.9,49,1,0.3,33.4,19.2,6.6,19.2,"WHEELING, WV-OH",14
39015,17,0.9,50.5,0.6,0.3,37.4,17.1,2.8,23.2,"CINCINNATI, OH-KY-IN",14
39017,11.9,4.5,51,5.7,3,27.7,13.6,14.6,24,"HAMILTON-MIDDLETOWN, OH",15
39019,13.3,1.3,50.3,0.8,0.9,35.1,19.5,2.6,21,"CANTON-MASSILLON, OH",14
39023,16.4,3.2,51.6,2,1.3,38.3,18.3,13.4,22.8,"DAYTON-SPRINGFIELD, OH",16
39025,13.1,1.8,50.6,2.3,0.7,24.5,14.6,4.6,23.9,"CINCINNATI, OH-KY-IN",13
39029,16.2,1.6,49.7,1.1,0.6,37.6,18.7,5,20.8,"YOUNGSTOWN-WARREN, OH",15
39033,17.1,1.5,51.2,1,0.7,38.6,19.8,3.1,22.1,"MANSFIELD, OH",15
39035,15,5.6,52.4,7.1,4.2,36.3,17,37,21.3,"CLEVELAND-LORAIN-ELYRIA, OH",18
39041,7.5,2.4,50.5,6.8,1.9,12.3,12.2,11.6,27.4,"COLUMBUS, OH",13
39045,13.3,2,50.2,2.9,1.4,26,14.8,11.7,24.4,"COLUMBUS, OH",14
39049,11.5,5.2,51.2,10.1,5,33.7,11.2,32.3,23.5,"COLUMBUS, OH",16
39051,13,8.4,50.6,1.8,1.4,26.5,16.3,6.3,24.4,"TOLEDO, OH",15
39055,10.3,1.4,50.8,2.6,3.8,20.2,18.5,3.3,23.8,"CLEVELAND-LORAIN-ELYRIA, OH",14
39057,12.5,2.7,50.8,5,2.1,25.3,15.9,13.8,20.7,"DAYTON-SPRINGFIELD, OH",14
39061,12.7,3,51.8,5.3,2.5,33.6,14.5,32.1,23.2,"CINCINNATI, OH-KY-IN",16
39081,18.4,1.3,51.6,1.2,0.6,37.6,20.1,8.6,19.5,"STEUBENVILLE-WEIRTON, OH-WV",16
39085,12.6,4,51.1,5.3,2.6,23.4,18.4,8.2,20.8,"CLEVELAND-LORAIN-ELYRIA, OH",14
39087,21.7,0.9,50.9,0.7,0.3,40.9,17.9,4.6,22.4,"HUNTINGTON-ASHLAND, WV-KY-OH",15
39089,14.6,1.7,51,2,1,28.4,15.4,7.6,23.6,"COLUMBUS, OH",14
39093,15.3,9.5,50.7,3,2.6,29.3,16.8,14.8,22.6,"CLEVELAND-LORAIN-ELYRIA, OH",16
39095,15.2,6.8,51.5,3.8,2.1,39,15,27.6,23.2,"TOLEDO, OH",17
39097,15.8,1.9,45.4,1.4,0.9,25,14.5,9.5,20.9,"COLUMBUS, OH",14
39099,15.6,5.6,51.3,2.6,2,38.2,19.6,19.9,20.4,"YOUNGSTOWN-WARREN, OH",17
39103,10.7,1.9,50.5,2.8,1.2,17.6,16.1,4.4,23.3,"CLEVELAND-LORAIN-ELYRIA, OH",13
39109,13.8,1.6,50.5,1.9,0.8,29.2,17.6,5.9,23.1,"DAYTON-SPRINGFIELD, OH",14
39113,15.2,2.7,51.9,4.6,2.3,37.2,17,26.8,22.4,"DAYTON-SPRINGFIELD, OH",17
39129,15,1.3,47.3,1.2,0.5,27.7,14.9,6.6,22,"COLUMBUS, OH",14
39133,13.2,1.7,51.1,4.1,1.7,30.2,14.9,9,19.3,"AKRON, OH",14
39139,15.9,1.8,49.2,1.5,1.1,38,18.5,13.2,21.8,"MANSFIELD, OH",16
39151,13.4,1.9,51.4,2.1,1,32.6,18.1,11.8,21.9,"CANTON-MASSILLON, OH",15
39153,12.6,2,51.5,5,2.5,31.1,16.6,20.9,21.5,"AKRON, OH",15
39155,14.6,1.7,51.2,1.5,1.3,36.4,19.9,11.4,20.9,"YOUNGSTOWN-WARREN, OH",15
39165,9.6,2.6,49.6,6.3,2.2,15.1,13.2,11.1,25.7,"CINCINNATI, OH-KY-IN",13
39167,20.1,1,50.6,1.3,0.4,34.6,19.6,3.9,19.9,"PARKERSBURG-MARIETTA, WV-OH",15
39173,11.1,5.3,50.8,3.2,1.7,28.5,14.1,7.7,20.6,"TOLEDO, OH",13
40017,13.3,8.3,50.3,4.7,3,23.2,12.3,18.5,26.4,"OKLAHOMA CITY, OK",15
40027,13.1,8.2,50,6.2,3.3,29.4,12.1,21.6,22.2,"OKLAHOMA CITY, OK",15
40031,18.3,12.7,48.2,5.1,2.3,39.4,11.6,36.6,24.1,"LAWTON, OK",18
40037,13.9,3.9,50.4,2,0.9,37.7,16.8,20.3,24.2,"TULSA, OK",15
40047,14.5,11.6,50.5,7.3,6,36,15.2,18,26,"ENID, OK",16
40083,13.3,5.7,50.2,3,1,31.6,14.3,17.4,23.9,"OKLAHOMA CITY, OK",16
40087,13.3,7.8,50.4,3,2.1,25.6,14.7,15.8,25.8,"OKLAHOMA CITY, OK",14
40109,13.6,16.8,51.1,10.5,7.6,37.7,12.8,31.3,25.7,"OKLAHOMA CITY, OK",18
40113,18.6,3.4,49.8,1.4,0.6,36.2,18,34.9,22.9,"TULSA, OK",17
40125,17.6,4.9,52.4,1.8,1.4,40.1,15.6,23.9,24.3,"OKLAHOMA CITY, OK",17
40131,15.1,4.4,50.1,2.3,1.6,27.7,15.3,25.1,24.4,"TULSA, OK",16
40135,24.8,3.9,50.6,1.8,1.1,50.6,17.6,35.2,23.4,"FORT SMITH, AR-OK",18
40143,13.7,12.1,51.2,8.6,6,35,13.3,29.8,25.5,"TULSA, OK",17
40145,16,5.7,50.6,3.6,2.1,30.3,15.1,24.4,25.1,"TULSA, OK",16
41003,10.5,7.1,49.5,10.1,4.2,36.3,14.6,13.4,16.7,"CORVALLIS, OR",15
41005,11.8,8.4,50.8,8.1,4.2,22.3,16.5,11.4,22.1,"PORTLAND-VANCOUVER,OR-WA",15
41009,16.7,4.8,49.8,3,1.4,31.5,17.5,7,22,"PORTLAND-VANCOUVER,OR-WA",15
41029,16.8,12.2,51.2,6,3.3,38.7,20.5,8.6,20.9,"MEDFORD-ASHLAND, OR",17
41039,16.8,8.4,50.7,5.9,2.6,39.6,17.7,12.3,19,"EUGENE-SPRINGFIELD, OR",16
41047,14.8,26,50.2,12.8,10.8,39.1,14.6,17.7,25.3,"SALEM, OR",18
41051,13.1,11.3,50.5,14.2,8.5,33.5,12.3,22.2,19.6,"PORTLAND-VANCOUVER,OR-WA",16
41053,14.4,13.4,51.4,8.2,5.1,34,16.9,11.1,23.3,"SALEM, OR",17
41067,10.2,16.4,50.6,17.1,9.1,25.4,12.1,22.6,24,"PORTLAND-VANCOUVER,OR-WA",17
41071,15.7,15.7,50,9.1,5.4,31.5,15.9,11.8,23.1,"PORTLAND-VANCOUVER,OR-WA",17
42003,13.3,2,51.8,5.7,2.4,27.3,17.7,19.7,19,"PITTSBURGH, PA",15
42007,15.2,1.5,51.5,1.6,0.7,28,20,9.4,19.7,"PITTSBURGH, PA",15
42011,13.3,19.6,50.8,7.1,7.5,30.7,16.3,17.2,22.7,"READING, PA",18
42013,17.3,1.2,51,1.2,0.8,34.4,19.4,4.3,20.7,"ALTOONA, PA",14
42017,10.8,5,50.9,8.8,4,16.3,17.1,11.5,21.1,"PHILADELPHIA, PA-NJ",14
42019,12.1,1.4,50.6,2.2,0.8,21.1,17.3,3.9,20.7,"PITTSBURGH, PA",13
42021,18,1.5,50.9,1.2,0.6,34.3,20.9,6.2,19.3,"JOHNSTOWN, PA",15
42025,16.3,4.3,50.4,2.5,1.2,32,19.7,3.8,19.7,"ALLENTOWN-BETHLEHEM-EASTON, PA",15
42027,9.8,2.8,47.5,8.4,3.9,33.1,12.9,12.2,15.3,"STATE COLLEGE, PA",13
42029,8.5,7.2,50.7,9.4,4.5,16.6,15,14.2,23.3,"PHILADELPHIA, PA-NJ",14
42037,12.9,2.6,51.8,2.3,1,35,17.9,4.9,17.8,"SCRANTON-WILKES-BARRE-HAZLETON, PA",15
42041,11.3,3.5,50.6,6.1,3.2,22.4,17.4,11.2,20.4,"HARRISBURG-LEBANON-CARLISLE, PA",14
42043,13.2,8.5,51.6,7.5,4.7,29.5,15.7,28.6,22.5,"HARRISBURG-LEBANON-CARLISLE, PA",17
42045,11.8,3.6,51.9,10,4.3,23.8,15.4,30.3,22.2,"PHILADELPHIA, PA-NJ",16
42049,15.3,4,50.6,4.5,2.9,36,16.3,12.9,21.8,"ERIE, PA",16
42051,18.5,1.1,50.7,1,0.8,40.5,19.6,7.3,19.5,"PITTSBURGH, PA",15
42069,15.6,6.7,51.6,5.4,4.3,34.5,18.9,7.8,20.2,"SCRANTON-WILKES-BARRE-HAZLETON, PA",16
42071,11.7,10,51,4.9,6.1,28,16.7,11.4,24,"LANCASTER, PA",16
42075,12.8,12.2,51,3.8,4.5,29.7,18.5,12.7,23,"HARRISBURG-LEBANON-CARLISLE, PA",16
42077,13.9,22.8,51.2,10.8,9.1,30.4,15.9,21.4,22.8,"ALLENTOWN-BETHLEHEM-EASTON, PA",18
42079,15.5,10.1,50.7,6,4.3,34,19.1,10.9,19.6,"SCRANTON-WILKES-BARRE-HAZLETON, PA",16
42081,15.4,1.9,50.9,1.8,1,33.2,17.9,8,20.6,"WILLIAMSPORT, PA",14
42085,16.6,1.4,50.7,1.6,1.6,32.3,20.2,8.8,20.1,"SHARON, PA",16
42091,10,4.9,51.4,10.7,4.3,16.4,16.7,20.1,21.9,"PHILADELPHIA, PA-NJ",15
42095,12.4,12.4,50.9,7.3,4.6,24,17.8,13.8,20.4,"ALLENTOWN-BETHLEHEM-EASTON, PA",15
42099,14,1.8,49.6,1.4,1,25.1,16.9,2.8,21.8,"HARRISBURG-LEBANON-CARLISLE, PA",13
42101,15.9,14.1,52.7,13.4,10.6,47,12.9,58.5,22,"PHILADELPHIA, PA-NJ",19
42103,16.2,10.3,49.8,8,2.8,25.4,20.5,11,19.4,"NEWBURGH, NY-PA",15
42111,16.2,1.4,48,1,1.6,34,20.9,4.7,18.3,"JOHNSTOWN, PA",15
42125,14.7,1.6,51,2,0.9,24.7,19.2,6.3,19.8,"PITTSBURGH, PA",14
42129,15,1.1,51.2,1.5,0.6,25.4,21.1,5.1,18.8,"PITTSBURGH, PA",14
42131,13.7,1.8,49.7,1.2,0.5,29.7,19.1,2.8,20.2,"SCRANTON-WILKES-BARRE-HAZLETON, PA",14
42133,13.4,6.9,50.6,3.8,2.7,25.9,16.3,11.1,22.4,"YORK, PA",15
44001,11.2,2.7,51.8,9.2,3.6,18.6,19.1,5.2,19.4,"PROVIDENCE-WARWICK-PAWTUCKET, RI",14
44003,15.3,4.4,51.6,6.2,2.5,20.5,17.6,7.6,19.3,"PROVIDENCE-WARWICK-PAWTUCKET, RI",14
